Geneid	CaBR1	CaBR2	CaOLBR1	CaOLBR2	CaMeOH1	CaMeOH2	o2_12_19_br1_1	o2_12_19_br1_2	o2_12_19_br1	o2_12_19_br3_1	o2_12_19_br3_2	o2_12_19_br3	o2_12_19_mc2	o2_12_19_mc2_1	o2_12_19_mc2_2	o2_12_19_mc3_2	o2_12_19_mc3_1	o2_12_19_mc3	no_o2_12_21_br3_2	no_o2_12_21_br3_1	no_o2_12_21_br3	no_o2_12_21_mc11_2	no_o2_12_21_mc11_1	no_o2_12_21_mc11	no_o2_12_21_mc12_2	no_o2_12_21_mc12_1	no_o2_12_21_mc12	no_o2_12_22_br3	no_o2_12_22_br3_1	lowO2_br1	LaBR1	LaBR2	LaOLBR1	LaOLBR2	LaMeOH1	LaMeOH2	br_1	br_2	br_3	br_4	dup_exp_1	dup_exp_2	dup_exp_3	dup_exp_4
MEALZ_RS15730	410	1199	920	1181	1221	1147	12	220	1140	13	176	2188	55	4	887	22	4	385	94	9	366	16	1	113	9	2	103	337	93	82	589	1008	1127	964	1458	1182	389	279	242	433	220	176	94	93
MEALZ_RS15735	2078	5205	3950	5174	6419	6503	64	800	3915	69	619	6817	167	21	2717	135	5	1423	295	27	938	15	0	109	11	0	121	1254	448	274	1578	3194	4800	5059	4659	2561	787	933	891	667	800	619	295	448
MEALZ_RS15740	1989	5838	5041	6247	7573	7352	72	866	5050	63	733	8542	150	14	2936	90	5	1496	228	27	1006	24	5	172	21	4	150	1090	384	255	1291	2757	5828	5661	6327	3964	942	976	992	681	866	733	228	384
MEALZ_RS15745	432	1104	774	964	992	837	11	147	611	11	108	897	42	2	451	21	1	243	75	10	254	13	0	64	6	1	58	229	90	65	374	759	964	993	945	765	195	134	163	196	147	108	75	90
MEALZ_RS15750	348	1148	970	1206	1190	977	13	175	898	9	149	1459	49	3	725	32	0	452	93	14	380	26	2	173	20	1	165	332	127	75	444	727	1041	1136	1115	877	277	219	166	231	175	149	93	127
MEALZ_RS15755	138	382	315	374	377	361	1	46	265	2	44	386	21	1	317	13	0	195	52	8	177	4	0	44	4	0	45	113	42	18	167	340	299	365	442	351	126	100	87	118	46	44	52	42
MEALZ_RS15760	281	694	528	660	612	597	7	102	400	7	76	504	41	4	387	31	5	244	59	9	216	30	2	132	22	4	94	218	109	61	335	635	665	754	608	433	194	160	169	187	102	76	59	109
MEALZ_RS15765	1175	2834	2028	2981	1899	1807	31	341	1662	23	300	2933	229	20	3353	271	22	3509	1832	200	6017	375	29	1550	324	29	1809	4005	1644	107	800	1690	2486	2660	1848	2386	1127	616	547	865	341	300	1832	1644
MEALZ_RS15770	722	1859	1560	1879	1391	1301	23	376	1885	23	329	3276	83	13	1032	31	5	634	278	31	885	27	2	126	15	3	140	470	197	88	513	1016	1706	1830	1779	1705	454	269	252	327	376	329	278	197
MEALZ_RS15775	874	2643	2335	3020	2180	1913	59	516	3203	37	488	5150	137	13	2215	87	4	1170	216	22	815	54	7	293	38	6	307	639	195	137	695	1503	2715	2642	2314	1897	797	618	540	650	516	488	216	195
MEALZ_RS15780	601	1770	1628	1987	1181	1132	44	458	2384	36	393	4670	94	8	1589	50	2	775	136	12	611	30	1	205	21	1	187	497	141	96	513	1012	1888	1670	1808	2509	400	471	412	356	458	393	136	141
MEALZ_RS15785	399	1132	1255	1436	885	786	33	409	2315	30	336	4149	66	6	1211	36	2	601	111	10	379	36	2	153	17	0	120	365	123	100	324	648	1312	1284	1034	877	307	278	244	287	409	336	111	123
MEALZ_RS15790	124	306	349	441	242	297	16	204	926	13	168	1407	40	3	407	20	1	146	113	12	328	15	0	51	6	1	44	158	92	106	236	467	400	378	289	170	261	194	200	310	204	168	113	92
MEALZ_RS15795	2841	8682	6370	8499	8710	8207	132	1578	5169	94	1290	5675	278	31	1919	184	20	1024	779	73	1197	107	6	270	85	6	278	1557	920	513	2781	4749	7776	7570	6103	7511	5020	3638	3841	3931	1578	1290	779	920
MEALZ_RS15800	690	2044	1704	2206	2112	1948	26	327	1509	13	305	2208	57	4	496	28	2	312	157	18	419	36	1	163	26	1	153	428	187	106	668	1305	1992	1851	1881	2786	1121	942	885	810	327	305	157	187
MEALZ_RS15805	762	2341	1962	2625	2673	2307	26	343	1665	23	272	3062	54	1	767	41	3	479	165	13	605	41	1	149	21	3	173	529	183	94	590	1315	2339	2137	2568	3917	1048	690	678	929	343	272	165	183
MEALZ_RS15810	882	2569	1891	2600	3238	2830	30	242	1251	13	199	2144	40	1	568	27	0	361	143	14	608	11	0	57	7	0	56	424	156	86	585	1345	2274	2154	2709	3678	1001	682	609	909	242	199	143	156
MEALZ_RS15815	2398	6754	5539	7132	9404	8404	38	582	3068	40	447	5556	132	17	2107	107	6	1315	450	43	1834	24	1	169	32	3	213	1193	419	223	1612	3673	6236	6181	7145	7035	2749	1836	1783	2614	582	447	450	419
MEALZ_RS15820	1238	3013	2376	3177	2938	2713	38	500	2189	30	423	3720	164	18	2072	109	12	1597	904	96	3046	31	0	213	31	2	199	1995	852	217	1086	2179	2916	2795	3236	4432	817	569	494	936	500	423	904	852
MEALZ_RS15825	1143	3400	2335	3143	2398	2090	41	453	2011	37	365	3486	127	7	1487	78	6	898	290	31	1102	35	2	214	22	2	164	744	334	397	1070	2317	2686	2437	2275	2852	821	593	566	920	453	365	290	334
MEALZ_RS15830	1964	6856	2751	3968	2010	2000	27	314	1465	14	249	2468	45	4	518	12	0	239	90	6	329	12	1	108	8	2	78	209	82	1632	1999	5059	3013	2300	1559	1153	95	101	88	107	314	249	90	82
MEALZ_RS15835	269	855	683	852	602	477	3	99	429	7	68	781	53	3	852	36	1	455	92	10	342	30	1	175	18	1	153	231	81	82	300	576	774	679	646	689	246	220	201	217	99	68	92	81
MEALZ_RS15840	411	1276	1033	1410	716	621	7	63	295	3	52	630	87	1	1065	19	0	388	83	7	241	8	2	89	7	3	73	92	50	68	272	629	1271	1043	833	1095	210	190	175	229	63	52	83	50
MEALZ_RS15845	1050	2989	2215	3041	2586	2284	10	61	285	4	46	459	132	12	1785	35	2	541	51	6	249	17	2	98	13	0	95	116	53	108	688	1646	2715	2248	2081	1432	325	398	351	221	61	46	51	53
MEALZ_RS15850	3401	10205	7486	9606	8916	7568	13	170	914	13	151	1547	653	63	9740	238	14	2957	162	17	607	31	3	170	45	3	239	390	145	411	1745	4011	8546	7274	6996	4597	1496	2327	1949	1064	170	151	162	145
MEALZ_RS15855	2139	4639	3054	4327	4305	3265	9	91	418	7	82	624	346	28	3981	159	11	1326	79	8	241	16	1	65	24	3	130	162	72	232	1197	2580	4160	3152	2889	1952	750	1255	1023	564	91	82	79	72
MEALZ_RS15860	3241	11600	9193	11647	10944	9365	22	289	1381	22	183	2155	967	93	16667	411	25	5995	214	23	894	45	5	285	57	2	526	505	177	680	1806	4008	9532	8388	8626	6308	2119	2876	2615	1573	289	183	214	177
MEALZ_RS15865	592	1677	1347	1779	1181	1002	3	36	219	5	34	376	287	20	4254	155	12	1820	108	14	390	22	3	110	32	2	202	175	67	252	302	713	1564	1327	1104	861	734	750	639	538	36	34	108	67
MEALZ_RS15870	271	728	550	748	452	458	7	35	154	2	23	280	132	25	1963	64	2	685	61	6	218	14	2	73	8	1	84	62	26	54	223	501	715	687	474	559	200	196	200	195	35	23	61	26
MEALZ_RS15875	165	471	383	443	538	438	5	60	233	2	35	369	52	8	549	41	3	371	105	11	344	33	0	147	22	1	128	214	88	45	266	563	422	457	549	633	140	118	102	106	60	35	105	88
MEALZ_RS15880	119	356	306	416	389	377	8	36	309	3	35	396	23	6	475	19	0	307	77	9	286	14	1	124	5	1	101	216	71	24	168	273	333	356	373	295	112	80	78	124	36	35	77	71
MEALZ_RS15885	50	136	110	156	172	159	1	15	120	4	16	174	9	2	195	11	0	104	37	3	115	11	0	72	5	0	53	79	23	17	97	157	121	137	155	156	48	46	43	72	15	16	37	23
MEALZ_RS20810	56	145	121	151	224	219	1	20	111	3	18	186	10	1	189	7	0	90	28	5	116	12	0	79	4	0	42	76	27	10	126	162	146	138	226	248	32	40	31	56	20	18	28	27
MEALZ_RS15895	78	270	197	248	152	147	8	83	409	6	52	726	48	1	626	24	3	380	48	6	165	27	3	143	14	0	131	107	42	21	274	456	241	246	194	229	62	78	48	59	83	52	48	42
MEALZ_RS15900	44	108	83	113	167	127	1	17	108	1	14	164	19	1	311	19	1	272	26	1	84	17	2	145	16	4	85	63	15	7	97	149	103	130	142	138	36	26	31	21	17	14	26	15
MEALZ_RS15905	653	1723	1438	1769	2413	2352	23	227	1179	14	197	2023	83	8	1497	49	3	768	250	28	874	25	1	126	14	1	132	682	236	145	550	1141	1547	1607	2277	1611	421	347	325	458	227	197	250	236
MEALZ_RS15910	1176	3217	2238	2719	4177	4005	26	423	1978	21	314	3123	141	16	2144	71	7	957	263	23	907	21	1	149	16	2	128	832	347	237	1003	2000	2459	2583	3524	2600	651	514	495	565	423	314	263	347
MEALZ_RS15915	70	232	190	258	159	164	3	83	330	3	63	528	14	0	271	17	1	159	41	6	150	3	0	17	2	0	16	93	36	26	104	192	254	242	263	235	127	96	90	100	83	63	41	36
MEALZ_RS15920	209	483	286	378	418	351	2	18	181	1	21	306	18	2	216	9	0	114	38	10	147	7	1	30	1	0	23	103	30	22	212	469	353	421	425	311	104	63	67	91	18	21	38	30
MEALZ_RS15925	301	1053	821	1112	682	587	16	161	671	7	135	1053	45	3	778	51	2	484	145	14	388	22	2	109	12	1	95	354	134	67	302	597	949	1027	813	606	307	245	260	330	160	122	138	127
MEALZ_RS15930	14	30	17	42	22	26	3	24	94	1	10	212	11	1	115	6	1	77	15	3	80	7	0	24	7	1	21	41	19	4	25	46	42	42	24	38	50	38	26	36	24	10	15	19
MEALZ_RS15935	67	199	160	172	115	120	6	43	134	1	28	297	9	2	181	4	0	90	23	2	71	3	0	39	3	2	22	46	27	14	80	203	201	172	202	269	67	48	35	49	43	28	23	27
MEALZ_RS15940	126	312	179	263	315	237	1	30	133	1	24	219	17	1	203	10	1	70	63	5	179	9	1	44	3	0	41	55	21	16	174	367	271	237	331	393	85	48	59	55	30	24	63	21
MEALZ_RS15945	243	791	615	835	947	844	8	92	521	9	66	895	51	7	862	31	2	497	90	12	444	45	7	319	21	0	265	233	63	51	289	628	792	762	1007	1068	167	145	134	150	92	66	90	63
MEALZ_RS15950	284	670	586	710	810	697	6	83	318	7	48	544	29	2	354	12	2	194	42	4	190	12	0	52	4	1	56	124	52	47	275	674	595	608	794	909	118	88	85	88	83	48	42	52
MEALZ_RS15955	315	1017	790	996	648	522	15	127	568	13	103	961	45	3	596	32	1	354	92	9	273	11	2	100	10	3	83	258	96	42	291	584	857	903	724	667	195	144	125	150	127	103	92	96
MEALZ_RS23070	201	614	424	633	473	420	9	129	627	12	99	1125	51	1	745	35	0	438	106	11	384	10	1	95	8	2	97	243	86	34	199	436	576	478	536	666	209	189	141	250	134	97	116	85
MEALZ_RS15965	378	1063	827	990	925	789	2	119	528	10	90	887	44	6	773	49	5	377	131	17	364	19	0	83	14	1	81	234	90	52	294	630	912	870	1057	1153	323	247	222	299	119	90	131	90
MEALZ_RS15970	716	1984	1745	2127	1313	1225	23	217	1105	18	187	2167	104	12	1635	86	9	1430	202	27	811	41	1	173	28	6	239	556	178	121	511	1144	1919	1814	1646	2012	536	373	347	495	218	200	209	185
MEALZ_RS23515	76	243	236	332	309	315	5	45	186	1	24	393	29	1	296	17	1	166	58	5	227	7	0	29	3	1	25	124	51	22	80	163	275	291	473	560	121	89	76	106	45	24	58	51
MEALZ_RS22815	184	254	164	358	170	107	2	41	178	4	32	316	21	1	229	20	2	197	54	5	162	7	3	56	12	1	51	111	32	17	96	268	326	280	181	312	111	79	80	107	41	32	54	32
MEALZ_RS15985	250	667	474	637	436	396	12	94	428	7	76	667	34	5	400	18	2	250	88	10	232	38	9	168	29	3	162	119	74	25	426	728	686	651	586	760	155	139	117	172	94	76	88	74
MEALZ_RS15990	196	582	391	506	327	331	5	69	175	3	56	207	39	3	183	21	0	92	63	12	76	3	0	22	5	1	25	110	76	28	175	341	531	454	401	342	137	95	107	126	69	56	63	76
MEALZ_RS15995	443	1460	1057	1368	1114	973	7	119	430	10	106	431	81	10	563	39	4	300	148	13	219	20	0	49	9	4	50	231	150	62	350	771	1244	1350	1107	663	301	237	200	213	119	106	148	150
MEALZ_RS16000	680	1296	943	1315	1214	1055	13	217	638	16	163	660	102	10	618	81	6	343	218	17	361	34	3	139	24	3	106	322	249	129	703	1286	1321	1267	1270	1215	619	465	424	500	217	163	218	249
MEALZ_RS22820	15	47	41	54	71	62	1	8	45	3	15	85	9	0	70	3	0	40	16	1	52	1	0	22	4	0	21	21	12	3	51	81	49	49	84	220	30	26	25	25	8	15	17	12
MEALZ_RS16005	8116	16827	14358	16252	32667	38377	138	1726	7533	105	1283	14275	2383	240	33217	2259	154	30448	3821	419	14760	1089	76	4497	882	92	5861	5558	2166	651	4461	10347	15050	14480	62893	260458	11750	6969	7365	10000	1726	1283	3821	2166
MEALZ_RS16010	459	1343	1139	1415	611	805	18	224	1221	11	194	2317	54	2	833	22	2	339	144	21	669	13	1	97	14	1	92	367	111	104	242	461	680	701	902	1143	334	288	264	315	222	196	142	116
MEALZ_RS23525	438	1064	841	1638	166	145	33	343	1927	22	315	4528	116	12	1589	53	3	1126	101	11	499	24	2	129	19	3	146	190	79	40	292	734	1344	1037	327	646	776	565	497	704	343	315	101	79
MEALZ_RS23815	154	619	446	546	332	285	8	69	266	8	57	554	15	1	309	11	2	180	60	3	224	8	1	30	4	0	33	106	41	23	186	372	446	481	492	698	191	135	141	179	69	57	60	41
MEALZ_RS23820	170	558	426	526	357	346	2	59	302	6	53	501	33	4	441	22	3	262	65	10	178	9	0	68	10	1	60	109	58	41	195	360	453	520	616	926	239	194	163	195	59	55	61	55
MEALZ_RS16030	838	2488	1917	2548	3395	3305	23	268	1461	20	200	2402	108	9	1861	85	6	1098	251	40	969	44	4	300	34	5	240	848	283	213	735	1480	2221	2420	2943	2043	576	427	393	475	253	198	246	230
MEALZ_RS22255	1405	2695	2223	3260	1477	1628	89	945	5054	60	667	9941	106	8	1827	47	2	581	248	26	1094	6	1	25	11	2	80	611	215	269	880	2572	3860	3250	2062	2966	1044	821	876	1250	945	667	248	215
MEALZ_RS16035	342	1231	1156	1239	1031	886	17	237	1647	16	169	2528	26	5	725	14	0	230	62	3	209	12	0	85	3	1	51	261	77	63	347	591	1188	1071	873	651	262	254	219	206	237	169	61	77
MEALZ_RS16040	1342	4428	4150	4798	3470	2952	103	1169	6427	63	785	7047	167	12	2183	91	8	1049	217	14	598	31	4	200	35	4	214	848	309	351	882	1980	4616	4113	2552	1665	931	754	676	929	1169	785	217	309
MEALZ_RS16045	1264	3082	2272	2910	4221	3749	62	849	3735	45	629	6129	159	13	2187	78	4	949	285	38	906	25	0	161	28	1	188	807	329	459	1004	1884	2794	2529	3350	1695	710	604	566	769	849	629	285	329
MEALZ_RS16050	127	502	405	497	438	435	12	153	889	10	147	1643	29	7	569	16	2	233	56	5	172	4	0	29	6	0	37	170	70	54	121	266	430	413	579	769	132	124	126	94	153	147	56	70
MEALZ_RS16055	932	2782	2245	2660	4798	4592	24	344	1885	23	311	2663	114	8	2199	117	7	1358	257	21	810	62	3	267	33	4	252	773	329	210	902	1759	2291	2819	3617	2549	562	462	382	433	344	311	257	329
MEALZ_RS16060	1545	3661	2595	3355	6362	5195	45	525	2385	29	437	3434	176	17	2451	181	10	1609	354	57	1073	79	3	327	58	5	336	1048	454	279	1558	2915	2962	3463	4100	2743	864	586	491	638	525	437	354	454
MEALZ_RS16065	667	1701	1203	1632	1926	1709	8	138	772	10	123	1254	63	9	1063	57	3	720	216	21	803	35	0	193	16	1	137	411	171	94	652	1220	1443	1486	1723	1476	417	326	319	410	138	123	216	171
MEALZ_RS16070	1191	3108	2654	3320	2680	2379	18	280	1444	24	224	2546	107	12	1729	79	4	822	316	35	1155	24	3	156	8	1	148	674	252	128	858	1972	3016	3264	2685	3020	665	509	510	622	280	224	316	252
MEALZ_RS16075	884	2638	2798	3405	1072	1151	22	319	1361	31	266	2177	152	16	1645	104	13	922	270	31	647	30	4	102	21	2	128	507	289	151	834	1505	2942	3078	1808	3369	753	498	440	707	319	266	270	289
MEALZ_RS16080	406	1407	1217	1496	1150	1179	12	187	1212	19	154	1796	38	6	841	25	1	438	112	8	393	25	4	146	20	1	154	281	94	53	327	671	1256	1397	1258	1041	328	280	286	267	187	154	112	94
MEALZ_RS16085	523	1595	1293	1599	1284	1214	23	306	1634	19	252	2676	51	6	1040	42	3	528	96	8	424	38	2	174	20	2	144	381	114	74	417	834	1423	1417	1443	1031	407	274	305	256	306	252	96	114
MEALZ_RS16090	583	1539	1114	1535	1476	1346	25	275	1223	15	195	2053	61	4	822	30	1	422	122	10	396	27	1	145	6	2	108	304	129	101	520	977	1363	1415	1431	989	304	278	244	235	275	195	122	129
MEALZ_RS16095	536	1206	1061	1460	741	673	21	220	1114	12	200	1454	72	7	783	44	3	519	230	13	535	15	1	73	15	2	103	357	140	137	427	950	1453	1245	951	625	360	240	258	450	220	200	230	140
MEALZ_RS16100	561	1014	722	984	917	797	14	156	684	10	144	1196	53	5	619	21	3	369	147	8	512	18	1	74	15	1	102	234	91	99	628	1233	998	891	1117	1455	423	316	299	412	156	144	147	91
MEALZ_RS16105	295	1016	813	970	899	842	14	156	791	10	109	1377	35	2	686	31	2	403	124	17	412	16	3	86	18	2	114	279	109	85	294	550	925	914	1206	1710	371	238	218	353	156	109	124	109
MEALZ_RS21225	579	1253	1224	1993	237	234	393	5117	53765	610	7379	23352	10526	984	43717	11087	704	42028	3454	338	4164	7536	503	11604	3726	347	11713	2139	1742	738	1860	5009	23303	14092	351	710	12789	22603	3262	33737	5117	7379	3454	1742
MEALZ_RS16110	813	1845	1316	1652	1988	1706	13	258	1215	15	156	1686	97	11	1293	44	1	506	209	23	772	16	1	72	16	4	139	520	236	190	731	1557	1699	1709	2066	2157	941	887	851	1030	258	156	209	236
MEALZ_RS16115	5271	14845	12134	15046	20087	16936	184	2207	12356	158	1821	20965	311	41	6891	232	12	4125	505	61	1943	79	5	483	51	5	555	2118	742	672	3889	7746	13544	14040	13438	8471	1884	1406	1315	1729	2207	1821	505	742
MEALZ_RS16120	195	437	378	495	396	351	8	118	576	6	116	1101	43	5	855	33	4	521	98	10	322	45	4	229	22	0	197	203	75	56	175	291	417	425	469	514	223	183	151	246	118	116	98	75
MEALZ_RS16125	674	2044	1632	1960	2886	2646	29	350	1930	35	340	3438	113	13	2409	97	5	1426	203	24	699	44	3	259	51	3	318	604	211	170	576	1181	1772	1754	2450	2265	581	590	468	500	355	336	205	209
MEALZ_RS16135	260	604	409	547	650	553	6	66	321	7	66	502	55	6	472	36	1	308	92	8	227	15	1	90	11	0	87	153	92	43	347	700	589	617	560	567	267	241	209	257	59	63	92	91
MEALZ_RS16140	65	158	154	189	78	89	1	21	72	3	11	139	15	1	179	9	1	205	22	1	73	14	1	61	5	1	44	54	18	4	77	170	133	132	178	311	28	26	26	28	21	11	22	18
MEALZ_RS22825	27	122	113	123	75	80	2	18	62	1	12	96	8	0	80	4	1	40	10	2	33	1	1	20	2	0	10	27	11	1	46	66	114	111	118	250	18	16	15	27	18	12	10	11
MEALZ_RS16155	609	1742	1368	1748	1058	1016	32	345	1571	26	296	2648	53	4	932	30	4	388	127	10	441	26	1	117	8	0	103	343	135	61	409	859	1768	1715	1420	1602	222	204	175	194	344	295	127	134
MEALZ_RS16160	271	876	906	1057	679	691	18	166	910	15	155	1442	41	5	612	20	1	248	83	9	304	6	1	41	7	1	49	259	80	39	197	459	989	914	1028	1279	189	195	190	149	166	155	83	80
MEALZ_RS16165	581	1475	1176	1523	1182	1077	17	232	934	13	130	1370	44	3	640	31	1	335	116	15	348	10	0	60	7	0	62	304	137	77	518	1028	1495	1414	1347	1109	251	276	278	276	232	130	116	137
MEALZ_RS16170	380	1077	816	1084	1080	1045	21	287	1320	23	235	2165	61	4	876	39	0	387	95	14	315	29	1	135	19	0	148	222	92	87	342	694	972	962	1203	1308	385	492	422	344	287	235	95	92
MEALZ_RS16175	1341	4125	3167	3888	4542	4251	74	793	4061	41	631	6678	185	13	2725	86	8	994	165	14	559	29	3	135	16	0	139	652	208	215	1199	2228	3606	3557	4015	2741	1594	1671	1575	1634	793	631	165	208
MEALZ_RS22830	317	816	628	733	464	441	8	131	764	6	84	994	53	4	628	18	0	283	53	8	232	6	1	53	5	0	54	165	59	45	276	601	759	633	530	573	273	282	230	322	122	91	52	54
MEALZ_RS16180	746	2533	2571	3058	1265	1328	31	402	2126	30	343	3766	63	4	1324	55	3	597	119	12	487	42	7	175	24	3	191	344	91	88	558	1189	2995	2379	1629	1610	396	273	277	372	400	342	119	91
MEALZ_RS16185	4136	12939	12217	14441	12687	12392	178	2270	11525	157	1720	18491	287	33	4935	190	15	2487	364	42	1431	49	3	301	34	3	322	1578	547	411	2589	5328	13364	12065	13009	11531	1359	1338	1390	1156	2270	1720	364	547
MEALZ_RS16190	1526	3573	2919	3720	3747	3706	53	571	3070	37	435	5123	86	10	1528	53	3	700	170	18	704	13	2	61	12	0	65	687	238	203	1564	2456	3638	3381	3591	3057	379	385	376	312	571	435	170	238
MEALZ_RS16195	5489	15218	12832	15845	16988	15726	200	2220	10343	152	1657	15440	298	30	4629	170	7	2262	692	72	2257	42	2	237	24	2	275	2545	994	938	3696	7641	14925	13914	14034	7930	1541	1172	1163	1770	2220	1657	692	994
MEALZ_RS16200	517	1624	1395	1584	1475	1316	10	205	1038	21	162	1723	90	10	1394	61	6	707	228	20	843	19	0	96	10	1	94	511	188	135	492	990	1511	1324	1552	1507	624	514	434	684	205	162	228	188
MEALZ_RS16205	569	1563	1263	1559	1477	1349	13	203	1007	14	159	1171	56	9	638	32	4	299	159	15	415	22	2	108	13	3	77	322	147	89	510	1040	1477	1377	1377	1168	320	283	253	291	203	159	159	147
MEALZ_RS16210	367	1049	847	1044	957	850	10	126	383	7	76	479	39	7	302	20	2	204	97	8	171	25	2	95	24	2	110	150	79	41	306	695	961	910	799	536	220	183	179	171	126	76	97	79
MEALZ_RS16215	205	454	342	452	468	392	2	79	269	6	52	271	16	0	164	16	0	89	71	5	128	8	1	30	6	1	50	89	45	18	172	311	431	345	359	249	149	144	139	116	79	52	71	45
MEALZ_RS16220	447	1106	957	1205	1127	1086	12	176	1014	7	119	1509	49	5	719	39	2	333	129	13	461	28	2	105	16	3	100	297	111	60	357	715	1123	1064	1093	934	313	272	249	327	176	119	129	111
MEALZ_RS16225	483	1569	1358	1855	1660	1875	15	256	1533	22	179	2326	30	3	714	32	2	380	88	9	382	19	1	88	14	1	84	212	82	71	382	791	1664	1548	1572	1410	275	238	200	291	256	179	88	82
MEALZ_RS16230	3485	11764	11719	14370	13634	13844	342	4074	19493	263	2975	33339	514	51	6905	472	39	6791	709	91	2656	173	11	847	171	18	1123	2189	939	588	3339	7905	13424	12768	14654	20813	2540	1646	1562	2061	4074	2975	709	939
MEALZ_RS16235	262	699	560	833	586	621	9	103	466	4	61	922	13	2	333	15	1	177	65	5	328	4	0	40	5	0	44	136	50	27	347	689	830	806	773	1359	244	179	178	275	103	61	65	50
MEALZ_RS16240	683	1394	966	1321	1734	1744	12	166	880	6	119	1142	71	9	730	34	4	550	203	33	796	7	0	82	3	0	85	412	198	155	641	1310	1300	1217	1821	1363	718	471	442	853	166	119	203	198
MEALZ_RS16245	2631	4327	2705	4154	3072	2451	78	778	2980	59	557	3958	161	20	1573	91	6	707	279	37	747	26	2	93	28	1	150	551	390	279	2341	4263	4210	3587	3054	2510	843	669	644	957	778	557	279	390
MEALZ_RS16250	3522	9079	8452	10136	3599	3871	221	2330	10433	142	1504	19486	221	32	3638	139	5	2021	357	43	1556	21	2	111	10	2	95	1214	454	463	2377	4984	11031	8352	6242	13799	1815	1469	1643	1531	2330	1504	357	454
MEALZ_RS16255	11084	29882	25178	29506	15975	14138	417	4652	23980	300	3352	37518	344	47	5454	115	11	1969	458	49	1983	22	0	167	22	1	196	2084	721	966	7888	15236	31541	24358	18338	21098	4844	3379	3349	4013	4652	3352	458	721
MEALZ_RS16260	9914	24293	19006	23851	12116	10998	436	4588	20313	258	3215	29365	364	37	4284	124	8	1519	537	53	1860	27	1	98	29	5	168	1826	769	892	7317	13429	25520	20439	14757	12591	4080	2647	2707	4121	4588	3215	537	769
MEALZ_RS16265	5943	13700	9912	12528	5500	4763	279	3155	14396	198	2289	18168	227	32	2860	90	6	933	499	68	1435	18	1	66	25	4	119	1105	495	632	3719	6817	13552	10808	7198	6177	3344	2226	2012	3441	3155	2289	499	495
MEALZ_RS16270	5689	12507	10691	13345	5365	5238	295	3369	14996	193	2224	21400	258	23	3101	72	8	1073	572	56	1973	22	1	73	19	3	130	1012	423	601	3868	7573	14331	10895	8244	8377	3095	2073	2175	3255	3369	2224	572	423
MEALZ_RS22275	1734	3152	2349	3064	1216	1075	80	823	4081	42	601	5812	55	5	703	15	3	226	85	13	312	5	2	16	4	0	14	229	91	75	1722	2610	3563	2672	1553	1738	657	452	547	533	823	601	85	91
MEALZ_RS16275	11095	30713	26776	29999	9767	8612	571	6800	30185	475	4984	28638	493	52	5373	245	20	2192	654	65	1680	81	4	316	60	5	376	1424	688	669	7097	14408	31660	24026	14757	21267	5853	4485	4206	4686	6800	4984	654	688
MEALZ_RS16280	6521	15904	13090	16203	6923	6608	327	3859	14665	232	2533	11518	287	27	2254	107	6	823	320	31	598	20	2	96	18	1	78	779	453	446	4402	9081	17667	13068	9242	10212	2609	1944	1910	1987	3859	2533	320	453
MEALZ_RS22280	634	1870	1504	1994	1058	1124	105	1209	4379	59	739	4124	79	5	720	32	2	273	82	8	275	4	0	16	2	0	18	238	138	146	469	838	2103	1550	1366	1074	658	561	525	516	1209	739	82	138
MEALZ_RS16285	4201	11136	9621	11288	5369	5546	249	2631	16173	212	1949	18246	176	14	2716	86	8	1009	263	24	790	19	1	91	8	1	97	907	339	360	2522	4400	11270	9271	7523	6050	1781	1247	1291	1373	2631	1949	263	339
MEALZ_RS16290	3374	9057	7140	8545	4576	4690	153	1786	8714	104	1381	11523	155	14	1732	63	5	657	192	21	508	10	0	68	11	0	69	573	246	215	1664	3493	8822	7012	6210	5929	1291	924	1016	1003	1786	1381	192	246
MEALZ_RS16295	5352	14530	11599	13998	7595	7287	263	3347	14886	183	2239	21014	265	20	3092	123	3	1253	316	36	1113	20	0	110	13	2	108	1103	478	431	3172	6308	14854	11665	10178	9874	2026	1480	1534	1631	3347	2239	316	478
MEALZ_RS16300	3769	8672	6886	8057	3311	3309	180	2025	9014	119	1458	13317	140	15	1755	59	5	748	204	20	660	5	0	40	16	3	63	608	229	217	2580	4834	8904	6608	5201	6471	1286	927	949	1139	2025	1458	204	229
MEALZ_RS16305	2294	5681	5360	6178	2766	3025	161	1676	9633	108	1336	13833	156	16	2110	53	3	898	152	14	815	8	2	47	11	2	65	584	230	238	1626	2971	5947	4471	4458	5682	1085	919	944	1018	1676	1336	152	230
MEALZ_RS16310	5130	12124	9685	11544	5674	5791	245	2625	12493	194	2086	18930	184	29	2425	70	7	972	281	31	911	23	2	89	13	2	102	745	338	307	3274	6336	12284	9289	8211	9711	1637	1357	1450	1433	2625	2086	281	338
MEALZ_RS16315	3364	8426	6908	8312	4159	4035	152	1757	8043	112	1291	9536	108	11	1230	40	4	465	147	22	458	6	1	42	1	0	44	455	209	197	2424	4205	9336	6609	6410	6421	947	805	932	858	1757	1291	147	209
MEALZ_RS16320	3925	8346	6993	8157	4581	5010	234	2487	13467	191	1842	18838	172	18	2290	77	10	932	254	25	869	17	1	61	11	2	62	818	301	295	2837	5288	8804	6635	7381	6583	1413	1516	1573	1303	2487	1842	254	301
